drug	genes	question	answer	incorrect_recommendations	concurring_recommendation	llm_answer	bert_score_precision_llm_vs_ref	bert_score_recall_llm_vs_ref	bert_score_f1_llm_vs_ref	bert_score_precision_llm_vs_concurring	bert_score_recall_llm_vs_concurring	bert_score_f1_llm_vs_concurring	oai_embedding_llm_vs_ref	oai_embedding_llm_vs_concurring	oai_embedding_llm_vs_counterfactual	negation_mpnet_llm_vs_ref	negation_mpnet_llm_vs_concurring	negation_mpnet_llm_vs_counterfactual	base_mpnet_llm_vs_ref	base_mpnet_llm_vs_concurring	base_mpnet_llm_vs_counterfactual	roberta_llm_vs_ref	roberta_llm_vs_concurring	roberta_llm_vs_counterfactual	gte_llm_vs_ref	gte_llm_vs_concurring	gte_llm_vs_counterfactual	gpt4_llm_vs_ref
pantoprazole	CYP2C19	What would be the clinical guidance for someone who is Indeterminate for CYP2C19 with regards to taking pantoprazole? Give a 2-3 sentence summary.	No recommendation	"['Avoid pantoprazole. Take an alternate therapy.', 'Take pantoprazole with a reduced dose.', 'Take pantoprazole with an increased dose.']"	Proceed taking pantoprazole as normal. There is no recommendation.	"Clinical guidance for an individual who is Indeterminate for CYP2C19 regarding the use of pantoprazole would suggest that standard dosing can be pursued, as pantoprazole is primarily metabolized by CYP2C19, but is less affected by genetic variations compared to other proton pump inhibitors. However, since the metabolic status is unclear, clinicians should monitor the patient for efficacy and potential side effects, adjusting the dose if necessary."	-0.27128175	0.022023125	-0.14236954	tensor(-0.0568)	tensor(0.3427)	tensor(0.1081)	0.23471672978491400	0.6556276972030340	0.25398627898561000	0.11848339	0.5701695	0.23273724	0.065021314	0.61521727	0.12085304	-0.04591815	0.5637331	0.11063561	0.2434579	0.5763907	0.45487145	0
paromomycin	MT-RNR1	What would be the clinical guidance for someone who is increased risk of aminoglycoside-induced hearing loss for MT-RNR1 with regards to taking paromomycin? Give a 2-3 sentence summary.	Avoid aminoglycoside anitbiotics unless the high risk of permanent hearing loss is outweighed by the severity of infection and lack of safe or effective alternative therapies.	"['Proceed taking paromomycin as normal. There is no recommendation.', 'Take paromomycin with a reduced dose.', 'Take paromomycin with an increased dose.']"	Avoid paromomycin. Take an alternate therapy.	"Patients with pathogenic variants in the MT-RNR1 gene are at increased risk for aminoglycoside-induced hearing loss, including with the use of paromomycin. Clinical guidance would typically recommend avoiding the use of aminoglycosides in these individuals to prevent potential ototoxicity. Alternative antibiotics that do not carry the same risk should be considered for treatment."	0.11887932	0.1556043	0.13951911	tensor(-0.0076)	tensor(0.3625)	tensor(0.1477)	0.6945532709393240	0.526995367739793	0.4390956109579200	0.78732896	0.60208714	0.58393806	0.7485355	0.54994154	0.50874466	0.7681512	0.40712458	0.46796888	0.63950366	0.6559711	0.531438	1
paromomycin	MT-RNR1	What would be the clinical guidance for someone who is normal risk of aminoglycoside-induced hearing loss for MT-RNR1 with regards to taking paromomycin? Give a 2-3 sentence summary.	Use aminoglycoside antibiotics at standard doses for the shortest feasible course with therapeutic dose monitoring. Evaluate regularly for hearing loss in line with local guidance.	"['Avoid paromomycin. Take an alternate therapy.', 'Take paromomycin with a reduced dose.', 'Take paromomycin with an increased dose.']"	Proceed taking paromomycin as normal. There is no recommendation.	"For individuals identified as normal risk of aminoglycoside-induced hearing loss based on their MT-RNR1 genotype, no specific genetic precautions are necessary when prescribing paromomycin. These patients can follow standard clinical guidelines for the use of paromomycin, a non-systemically absorbed aminoglycoside primarily used for parasitic infections. Regular monitoring for drug efficacy and potential adverse effects should still be conducted as per usual clinical practice."	0.018063547	0.17778859	0.09545513	tensor(-0.0358)	tensor(0.3303)	tensor(0.1238)	0.626018504450382	0.6707324054385840	0.48321734635695400	0.56747866	0.6298637	0.54317784	0.6625354	0.6061984	0.55598813	0.73117	0.51251173	0.5189444	0.66662115	0.6629681	0.59631217	0
paromomycin	MT-RNR1	What would be the clinical guidance for someone who is uncertain risk of aminoglycoside-induced hearing loss for MT-RNR1 with regards to taking paromomycin? Give a 2-3 sentence summary.	Use aminoglycoside antibiotics at standard doses for the shortest feasible course with therapeutic dose monitoring. Evaluate regularly for hearing loss in line with local guidance.	"['Avoid paromomycin. Take an alternate therapy.', 'Take paromomycin with a reduced dose.', 'Take paromomycin with an increased dose.']"	Proceed taking paromomycin as normal. There is no recommendation.	"Clinical guidance for someone at uncertain risk of aminoglycoside-induced hearing loss due to MT-RNR1 variants would generally recommend caution with the use of aminoglycosides like paromomycin. Genetic testing to confirm the presence of MT-RNR1 mutations is advisable, as individuals with these mutations are at high risk for ototoxicity. If the mutations are present, alternative antibiotics that do not carry the same risk of hearing loss should be considered."	0.01739377	0.14608526	0.081070155	tensor(-0.0719)	tensor(0.4078)	tensor(0.1267)	0.6142420862213900	0.5373503693935360	0.48321734635695400	0.54169625	0.5234165	0.54317784	0.6849808	0.54571897	0.55598813	0.7098578	0.40942144	0.5189444	0.5816985	0.47316283	0.59631217	0
paroxetine	CYP2D6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = ≥6.0 for CYP2D6 with regards to taking paroxetine? Give a 2-3 sentence summary.	Select alternative drug not predominantly metabolized by CYP2D6.	"['Proceed taking paroxetine as normal. There is no recommendation.', 'Take paroxetine with a reduced dose.', 'Take paroxetine with an increased dose.']"	Avoid paroxetine. Take an alternate therapy.	"For individuals identified as ultrarapid metabolizers (UMs) with a CYP2D6 activity score of ≥6.0, clinical guidelines generally recommend avoiding paroxetine. UMs metabolize paroxetine very quickly, leading to reduced drug efficacy and the potential for treatment failure. Alternative medications that are not predominantly metabolized by CYP2D6 should be considered."	0.080405	0.6200754	0.30355307	tensor(-0.0946)	tensor(0.2915)	tensor(0.0592)	0.5431975721819630	0.6152140525642210	0.35736980874923500	0.6868961	0.63713413	0.46759406	0.6633505	0.57197285	0.30278403	0.6076373	0.61434984	0.36861268	0.5795352	0.6677532	0.48488787	1
paroxetine	CYP2D6	What would be the clinical guidance for someone who is Normal Metabolizer and activity score = 1.75 for CYP2D6 with regards to taking paroxetine? Give a 2-3 sentence summary.	Initiate therapy with recommended starting dose	"['Avoid paroxetine. Take an alternate therapy.', 'Take paroxetine with a reduced dose.', 'Take paroxetine with an increased dose.']"	Proceed taking paroxetine as normal. There is no recommendation.	"Given that the patient is a normal metabolizer with an activity score of 1.75 for CYP2D6, standard dosing of paroxetine is typically recommended. This activity score indicates that the patient has normal enzymatic activity for metabolizing the drug, so no dosage adjustments are usually necessary. However, monitoring for efficacy and side effects is still important in clinical practice."	-0.14174543	0.0505286	-0.0509286	tensor(-0.0483)	tensor(0.3394)	tensor(0.1046)	0.4065945421431180	0.6024555132071680	0.4847171683471590	0.42507967	0.50213844	0.4003561	0.38455635	0.5886562	0.31609526	0.4186759	0.57315135	0.4318051	0.4602907	0.61724126	0.58868575	1
paroxetine	CYP2D6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = 2.75 for CYP2D6 with regards to taking paroxetine? Give a 2-3 sentence summary.	Select alternative drug not predominantly metabolized by CYP2D6.	"['Proceed taking paroxetine as normal. There is no recommendation.', 'Take paroxetine with a reduced dose.', 'Take paroxetine with an increased dose.']"	Avoid paroxetine. Take an alternate therapy.	"For individuals who are ultrarapid metabolizers with a CYP2D6 activity score of 2.75, clinical guidelines generally recommend avoiding the use of paroxetine due to the increased risk of subtherapeutic drug levels, which can lead to reduced efficacy. Alternative treatments that are not primarily metabolized by CYP2D6 should be considered to achieve the desired therapeutic effect."	0.080619186	0.586438	0.2923123	tensor(-0.0875)	tensor(0.3415)	tensor(0.0893)	0.5587160127968250	0.6296780265277320	0.35736980874923500	0.7497976	0.6278808	0.46759406	0.6854349	0.60877883	0.30278403	0.6430056	0.60245526	0.36861268	0.5806705	0.69712037	0.48488787	1
paroxetine	CYP2D6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = ≥5.0 for CYP2D6 with regards to taking paroxetine? Give a 2-3 sentence summary.	Select alternative drug not predominantly metabolized by CYP2D6.	"['Proceed taking paroxetine as normal. There is no recommendation.', 'Take paroxetine with a reduced dose.', 'Take paroxetine with an increased dose.']"	Avoid paroxetine. Take an alternate therapy.	"For an individual who is an ultrarapid metabolizer with a CYP2D6 activity score of ≥5.0, the use of paroxetine is generally not recommended. This is because such individuals metabolize the drug too quickly, reducing its efficacy due to lower plasma concentrations. Alternative treatments not substantially metabolized by CYP2D6 should be considered."	0.08113663	0.5884435	0.29335284	tensor(-0.0971)	tensor(0.3273)	tensor(0.0721)	0.5504418444213920	0.6075787174916070	0.35736980874923500	0.6040444	0.6138448	0.46759406	0.6196733	0.6487234	0.30278403	0.60444856	0.63045776	0.36861268	0.56257665	0.658979	0.48488787	1
pegloticase	G6PD	What would be the clinical guidance for someone who is Deficient for G6PD with regards to taking pegloticase? Give a 2-3 sentence summary.	Avoid use	"['Proceed taking pegloticase as normal. There is no recommendation.', 'Take pegloticase with a reduced dose.', 'Take pegloticase with an increased dose.']"	Avoid pegloticase. Take an alternate therapy.	"For individuals who are deficient in glucose-6-phosphate dehydrogenase (G6PD), the use of pegloticase is contraindicated due to the significant risk of hemolysis and methemoglobinemia. Clinical guidance would advise against prescribing pegloticase to G6PD-deficient patients and recommend alternative treatments for conditions such as chronic gout."	-0.24447238	0.14995155	-0.07955272	tensor(-0.0127)	tensor(0.3400)	tensor(0.1240)	0.26804063381357700	0.6361889997220790	0.2836595974636580	0.37912166	0.6402392	0.34201807	0.16383943	0.63564074	0.22254765	0.13260767	0.55387276	0.21276401	0.42148557	0.66382116	0.5131165	1
pegloticase	G6PD	What would be the clinical guidance for someone who is Indeterminate for G6PD with regards to taking pegloticase? Give a 2-3 sentence summary.	"To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype."	"['Avoid pegloticase. Take an alternate therapy.', 'Take pegloticase with a reduced dose.', 'Take pegloticase with an increased dose.']"	Proceed taking pegloticase as normal. There is no recommendation.	"For patients who are indeterminate for G6PD deficiency, extreme caution is advised when considering the use of pegloticase. Due to the increased risk of hemolytic anemia and methemoglobinemia in G6PD-deficient individuals, confirmatory G6PD testing should be performed before initiating pegloticase therapy. If G6PD deficiency is confirmed, pegloticase is contraindicated."	0.15502775	0.3038444	0.22768033	tensor(-0.0055)	tensor(0.3275)	tensor(0.1422)	0.6158975707799720	0.586689970470093	0.38408358809821700	0.55429107	0.6128724	0.3297883	0.6280104	0.6605635	0.34201604	0.6314935	0.5670956	0.33425763	0.5508107	0.5109279	0.45537958	0
pegloticase	G6PD	What would be the clinical guidance for someone who is Deficient with CNSHA for G6PD with regards to taking pegloticase? Give a 2-3 sentence summary.	Avoid use	"['Proceed taking pegloticase as normal. There is no recommendation.', 'Take pegloticase with a reduced dose.', 'Take pegloticase with an increased dose.']"	Avoid pegloticase. Take an alternate therapy.	"For individuals with glucose-6-phosphate dehydrogenase (G6PD) deficiency, particularly those with chronic non-spherocytic hemolytic anemia (CNSHA), the use of pegloticase is contraindicated. Pegloticase can cause severe hemolysis and methemoglobinemia in G6PD-deficient individuals, posing significant health risks. Therefore, alternative gout treatments should be considered for these patients to avoid potentially life-threatening complications."	-0.2960135	0.087770425	-0.13619587	tensor(-0.1047)	tensor(0.2983)	tensor(0.0519)	0.2394156605854880	0.6221886628039440	0.2836595974636580	0.31082574	0.6184801	0.34201807	0.13574813	0.6165111	0.22254765	0.09658174	0.5989313	0.21276401	0.4384307	0.67448854	0.5131165	1
pegloticase	G6PD	What would be the clinical guidance for someone who is Normal for G6PD with regards to taking pegloticase? Give a 2-3 sentence summary.	No reason to avoid based on G6PD status	"['Avoid pegloticase. Take an alternate therapy.', 'Take pegloticase with a reduced dose.', 'Take pegloticase with an increased dose.']"	Proceed taking pegloticase as normal. There is no recommendation.	"For individuals with a normal G6PD (glucose-6-phosphate dehydrogenase) enzyme level, there are no additional clinical concerns related to G6PD deficiency when taking pegloticase. Pegloticase can be administered according to standard dosing guidelines. It is essential, however, for all patients to be monitored for potential adverse reactions as outlined in the medication's prescribing information."	-0.035320062	0.231092	0.08628552	tensor(-0.0550)	tensor(0.3818)	tensor(0.1284)	0.6275829611620550	0.6349260357127040	0.3661061005617190	0.48410487	0.64373636	0.30338058	0.44922784	0.73765594	0.21096012	0.41777396	0.6075147	0.1031822	0.5665915	0.6239532	0.38962558	1
